碕,-1,-1,15000,名詞,サ変接続,*,*,*,*,碕,キ,キ,0/1,C0
餔,-1,-1,15000,名詞,サ変接続,*,*,*,*,餔,ホ,ホ,0/1,C0
芙,-1,-1,15000,名詞,サ変接続,*,*,*,*,芙,フ,フ,0/1,C0
樞,-1,-1,15000,名詞,サ変接続,*,*,*,*,樞,スー,スー,0/2,C0
舮,-1,-1,15000,名詞,サ変接続,*,*,*,*,舮,ロ,ロ,0/1,C0
估,-1,-1,15000,名詞,サ変接続,*,*,*,*,估,コ,コ,0/1,C0
殳,-1,-1,15000,名詞,サ変接続,*,*,*,*,殳,シュ,シュ,0/2,C0
⢵,-1,-1,15000,名詞,サ変接続,*,*,*,*,⢵,イチサンゴーロクハチノテン,イチサンゴーロクハチノテン,0/13,C0
匸,-1,-1,15000,名詞,サ変接続,*,*,*,*,匸,ケイ,ケイ,0/2,C0
騾,-1,-1,15000,名詞,サ変接続,*,*,*,*,騾,ラ,ラ,0/1,C0
慄,-1,-1,15000,名詞,サ変接続,*,*,*,*,慄,リツ,リツ,0/2,C0
韋,-1,-1,15000,名詞,サ変接続,*,*,*,*,韋,イ,イ,0/1,C0
⡊,-1,-1,15000,名詞,サ変接続,*,*,*,*,⡊,ニーヨンナナノテン,ニーヨンナナノテン,0/9,C0
泝,-1,-1,15000,名詞,サ変接続,*,*,*,*,泝,ソ,ソ,0/1,C0
盡,-1,-1,15000,名詞,サ変接続,*,*,*,*,盡,ジン,ジン,0/2,C0
汲,-1,-1,15000,名詞,サ変接続,*,*,*,*,汲,キュー,キュー,0/3,C0
裵,-1,-1,15000,名詞,サ変接続,*,*,*,*,裵,ハイ,ハイ,0/2,C0
嗷,-1,-1,15000,名詞,サ変接続,*,*,*,*,嗷,ゴー,ゴー,0/2,C0
癶,-1,-1,15000,名詞,サ変接続,*,*,*,*,癶,ハツ,ハツ,0/2,C0
鋹,-1,-1,15000,名詞,サ変接続,*,*,*,*,鋹,チョー,チョー,0/3,C0
忻,-1,-1,15000,名詞,サ変接続,*,*,*,*,忻,キン,キン,0/2,C0
蒂,-1,-1,15000,名詞,サ変接続,*,*,*,*,蒂,テイ,テイ,0/2,C0
焏,-1,-1,15000,名詞,サ変接続,*,*,*,*,焏,キョク,キョク,0/3,C0
蔗,-1,-1,15000,名詞,サ変接続,*,*,*,*,蔗,ショ,ショ,0/2,C0
輛,-1,-1,15000,名詞,サ変接続,*,*,*,*,輛,リョー,リョー,0/3,C0
涜,-1,-1,15000,名詞,サ変接続,*,*,*,*,涜,トク,トク,0/2,C0
瞠,-1,-1,15000,名詞,サ変接続,*,*,*,*,瞠,ドー,ドー,0/2,C0
錣,-1,-1,15000,名詞,サ変接続,*,*,*,*,錣,テイ,テイ,0/2,C0
倥,-1,-1,15000,名詞,サ変接続,*,*,*,*,倥,コー,コー,0/2,C0
娩,-1,-1,15000,名詞,サ変接続,*,*,*,*,娩,ベン,ベン,0/2,C0
搭,-1,-1,15000,名詞,サ変接続,*,*,*,*,搭,トー,トー,0/2,C0
嚶,-1,-1,15000,名詞,サ変接続,*,*,*,*,嚶,オー,オー,0/2,C0
簽,-1,-1,15000,名詞,サ変接続,*,*,*,*,簽,セン,セン,0/2,C0
媾,-1,-1,15000,名詞,サ変接続,*,*,*,*,媾,コー,コー,0/2,C0
棊,-1,-1,15000,名詞,サ変接続,*,*,*,*,棊,キ,キ,0/1,C0
狎,-1,-1,15000,名詞,サ変接続,*,*,*,*,狎,コー,コー,0/2,C0
潛,-1,-1,15000,名詞,サ変接続,*,*,*,*,潛,セン,セン,0/2,C0
諞,-1,-1,15000,名詞,サ変接続,*,*,*,*,諞,ヘン,ヘン,0/2,C0
埠,-1,-1,15000,名詞,サ変接続,*,*,*,*,埠,フ,フ,0/1,C0
づ,-1,-1,15000,名詞,サ変接続,*,*,*,*,づ,ヅ,ヅ,0/1,C0
寨,-1,-1,15000,名詞,サ変接続,*,*,*,*,寨,サイ,サイ,0/2,C0
珸,-1,-1,15000,名詞,サ変接続,*,*,*,*,珸,ゴ,ゴ,0/1,C0
罔,-1,-1,15000,名詞,サ変接続,*,*,*,*,罔,モー,モー,0/2,C0
榁,-1,-1,15000,名詞,サ変接続,*,*,*,*,榁,シツ,シツ,0/2,C0
⊇,-1,-1,15000,名詞,サ変接続,*,*,*,*,⊇,ブブンオフクム,ブブンオフクム,0/7,C0
逐,-1,-1,15000,名詞,サ変接続,*,*,*,*,逐,チク,チク,0/2,C0
茲,-1,-1,15000,名詞,サ変接続,*,*,*,*,茲,シ,シ,0/1,C0
炻,-1,-1,15000,名詞,サ変接続,*,*,*,*,炻,セキ,セキ,0/2,C0
桀,-1,-1,15000,名詞,サ変接続,*,*,*,*,桀,ケツ,ケツ,0/2,C0
黏,-1,-1,15000,名詞,サ変接続,*,*,*,*,黏,ネン,ネン,0/2,C0
淙,-1,-1,15000,名詞,サ変接続,*,*,*,*,淙,ソー,ソー,0/2,C0
佚,-1,-1,15000,名詞,サ変接続,*,*,*,*,佚,イツ,イツ,0/2,C0
秡,-1,-1,15000,名詞,サ変接続,*,*,*,*,秡,ハツ,ハツ,0/2,C0
浮,-1,-1,15000,名詞,サ変接続,*,*,*,*,浮,フ,フ,0/1,C0
囿,-1,-1,15000,名詞,サ変接続,*,*,*,*,囿,ユー,ユー,0/2,C0
